column,column_nat,column_type,table_list,table_cnt,type,sample_list
ss_pcell_mcs_level1_dl_lte,LTE SAMSUNG MCS Level1,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.03, 0.12, 0.22]"
ss_pcell_mcs_level1_dl_qpsk_rate_lte,LTE SAMSUNG MCS Level1 QPSK Rate,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.162619, 0.555266, 0.847919]"
ss_pcell_mcs_level_total_dl_16qam_rate_lte,LTE SAMSUNG MCS Level Total 16QAM Rate,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.62, 0.94, 1.0]"
ss_pcell_mcs_level_total_dl_256qam_rate_lte,LTE SAMSUNG MCS Level Total 256QAM Rate,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.49, 0.55, 0.99]"
ss_pcell_mcs_level_total_dl_64qam_rate_lte,LTE SAMSUNG MCS Level Total 64QAM Rate,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.108418, 0.4629491, 0.6225385]"
ss_pcell_mcs_level_total_dl_qpsk_rate_lte,LTE SAMSUNG MCS Level Total QPSK Rate,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.23619369, 0.38238229, 0.51724956]"
ss_pcell_mcs_level_ul_16qam_rate_lte,LTE SAMSUNG UL Mod Level 16QAM Rate,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.1, 0.3, 0.6]"
ss_pcell_mcs_level_ul_256qam_rate_lte,LTE SAMSUNG UL Mod Level 256QAM Rate,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.351, 0.568, 0.5925]"
ss_pcell_mcs_level_ul_64qam_rate_lte,LTE SAMSUNG UL Mod Level 64QAM Rate,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.3749, 0.75134, 0.9082]"
ss_pcell_mcs_level_ul_lte,LTE SAMSUNG MCS Level,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.15, 0.25, 0.78]"
ss_pcell_mcs_level_ul_qpsk_rate_lte,LTE SAMSUNG UL Mod Level QPSK Rate,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.51505948, 0.60046973, 0.97228943]"
ss_pcell_most_used_dl_bandwidth_lte,LTE SAMSUNG Most Used DL Bandwidth,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.46358878, 0.48921173, 0.80149172]"
ss_pcell_most_used_dl_bandwidth_lte,LTE SAMSUNG Most Used DL Bandwidth MHz,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.4, 0.6, 1.0]"
ss_pcell_most_used_ul_bandwidth_lte,LTE SAMSUNG Most Used UL Bandwidth,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.35806, 0.6134831, 0.6736595]"
ss_pcell_most_used_ul_bandwidth_lte,LTE SAMSUNG Most Used UL Bandwidth MHz,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.0, 0.8, 0.9]"
ss_pcell_nr_arfcn_5gnr,5GNR SamsungPCell NRARFCN,string,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,string,"['cuz5eXFsxgU', 'ZfZIoxmOt', 'EERIGgFoMRK']"
ss_pcell_nr_max_tx_power_5gnr,5GNR SamsungPCell NR Max Tx Power,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.41, 0.576, 0.688]"
ss_pcell_nr_max_tx_power_5gnr,5GNR SamsungPCell NR Max Tx Power dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.293, 0.336, 0.811]"
ss_pcell_path_loss_lte,LTE SAMSUNG Path Loss,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.144358, 0.326705, 0.568533]"
ss_pcell_pcell_mac_dl_tp_mbps_lte,LTE SAMSUNG PCell MAC DL TP,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.07204, 0.41527, 0.68328]"
ss_pcell_pcell_mac_ul_tp_mbps_lte,LTE SAMSUNG PCell MAC UL TP,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.518086, 0.845675, 0.998242]"
ss_pcell_pcell_mimo_type_lte,LTE SAMSUNG PCell MIMO Type,string,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,string,"['9jvRsTX6KsXQ', 'QwSav1ujB3a', 'aiVOwTuJ']"
ss_pcell_pcell_phy_dl_tp_mbps_lte,LTE SAMSUNG PCell Phy DL TP,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.16608, 0.66269, 0.67625]"
ss_pcell_pcell_phy_ul_tp_mbps_lte,LTE SAMSUNG PCell Phy UL TP,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.530013, 0.650114, 0.716581]"
ss_pcell_pci_5gnr,5GNR SamsungPCell PCI,string,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,string,"['HKhTuNC9cfp', 'jx7ndMTgSP', 'wXYMau0yc']"
ss_pcell_pci_at_call_result_5gnr,5GNR SamsungPCell PCI at Call Result,int,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[2, 3, 8]"
ss_pcell_pdcp_dl_tp_mbps_lte,LTE SAMSUNG PDCP DL TP,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.435, 0.705, 0.9554]"
ss_pcell_pdcp_ul_tp_mbps_lte,LTE SAMSUNG PDCP UL TP,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.397, 0.6559, 0.8931]"
ss_pcell_pdsch_bler_5gnr,5GNR SamsungPCell PDSCH BLER,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.343, 0.782, 0.79]"
ss_pcell_pdsch_bler_5gnr,5GNR SamsungPCell PDSCH BLER ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.051, 0.35, 0.659]"
ss_pcell_pdsch_bler_at_call_result_lte,LTE SAMSUNG PDSCH BLER at Call Result,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.23516, 0.87938, 0.9031]"
ss_pcell_pdsch_bler_lte,LTE SAMSUNG PDSCH BLER,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.7, 0.9, 1.0]"
ss_pcell_pdsch_throughput_5gnr,5GNR SamsungPCell PDSCH Throughput,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.15735, 0.5691, 0.66631]"
ss_pcell_pdsch_throughput_5gnr,5GNR SamsungPCell PDSCH Throughput Mbps,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.1, 0.4, 0.4]"
ss_pcell_phr_lte,LTE SAMSUNG PHR,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.48, 0.59, 0.69]"
ss_pcell_pmi_i11_5gnr,5GNR SamsungPCell PMI,int,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[4, 6, 7]"
ss_pcell_pmi_i12_5gnr,5GNR SamsungPCell PMI,int,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[2, 7, 8]"
ss_pcell_pmi_i13_5gnr,5GNR SamsungPCell PMI,int,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[6, 6, 6]"
ss_pcell_pmi_i2_5gnr,5GNR SamsungPCell PMI,int,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[1, 3, 9]"
ss_pcell_pmi_lte,LTE SAMSUNG PMI,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.2, 0.3, 0.5]"
ss_pcell_prach_power_ant0_5gnr,5GNR SamsungPCell PRACH Power Ant0,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.1, 0.3, 0.4]"
ss_pcell_prach_power_ant0_5gnr,5GNR SamsungPCell PRACH Power Ant0 dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.1, 0.4, 0.7]"
ss_pcell_prach_power_ant1_5gnr,5GNR SamsungPCell PRACH Power Ant1,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.1066, 0.4794, 0.9433]"
ss_pcell_prach_power_ant1_5gnr,5GNR SamsungPCell PRACH Power Ant1 dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.32515, 0.63029, 0.92104]"
ss_pcell_prach_tx_power_lte,LTE SAMSUNG PRACH Tx Power,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.7, 0.8, 0.9]"
ss_pcell_pucch_power_ant0_5gnr,5GNR SamsungPCell PUCCH Power Ant0,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.51783, 0.64189, 0.64782]"
ss_pcell_pucch_power_ant0_5gnr,5GNR SamsungPCell PUCCH Power Ant0 dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.6, 0.9, 0.9]"
ss_pcell_pucch_power_ant1_5gnr,5GNR SamsungPCell PUCCH Power Ant1,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.2362, 0.4111, 0.9467]"
ss_pcell_pucch_power_ant1_5gnr,5GNR SamsungPCell PUCCH Power Ant1 dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.230289, 0.553159, 0.561143]"
ss_pcell_pucch_tx_power_lte,LTE SAMSUNG PUCCH Tx Power,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.281913, 0.319363, 0.575915]"
ss_pcell_pusch_bler_5gnr,5GNR SamsungPCell PUSCH BLER,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.401289, 0.472746, 0.525452]"
ss_pcell_pusch_bler_5gnr,5GNR SamsungPCell PUSCH BLER ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.3, 0.7, 0.9]"
ss_pcell_pusch_bler_at_call_result_lte,LTE SAMSUNG PUSCH BLER at Call Result,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.366, 0.68, 0.913]"
ss_pcell_pusch_bler_lte,LTE SAMSUNG PUSCH BLER,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.1, 0.5, 1.0]"
ss_pcell_pusch_power_ant0_5gnr,5GNR SamsungPCell PUSCH Power Ant0,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.1179, 0.3212, 0.39]"
ss_pcell_pusch_power_ant0_5gnr,5GNR SamsungPCell PUSCH Power Ant0 dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.0591999, 0.5387738, 0.61183733]"
ss_pcell_pusch_power_ant1_5gnr,5GNR SamsungPCell PUSCH Power Ant1,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.4579987, 0.5487425, 0.6051534]"
ss_pcell_pusch_power_ant1_5gnr,5GNR SamsungPCell PUSCH Power Ant1 dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.237885, 0.387366, 0.568743]"
ss_pcell_pusch_tx_power_lte,LTE SAMSUNG PUSCH Tx Power,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.01442, 0.26781, 0.73999]"
ss_pcell_rb_num_dl_including_0_lte,LTE SAMSUNG DL RB Num,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.4, 0.5, 1.0]"
ss_pcell_rb_num_dl_lte,LTE SAMSUNG RB Num,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.1612, 0.3156, 0.7273]"
ss_pcell_rb_num_ul_including_0_lte,LTE SAMSUNG UL RB Num,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.323, 0.682, 0.923]"
ss_pcell_rb_num_ul_lte,LTE SAMSUNG RB Num,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.67792514, 0.72106009, 0.97062745]"
ss_pcell_ref_signal_power_lte,LTE SAMSUNG Ref Signal Power,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.19509, 0.39215, 0.73947]"
ss_pcell_ri1_rate_lte,LTE SAMSUNG RI1 Rate,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.042141, 0.643727, 0.957862]"
ss_pcell_ri1_rate_lte,LTE SAMSUNG RI1 Rate ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.264789, 0.507599, 0.682376]"
ss_pcell_ri2_rate_lte,LTE SAMSUNG RI2 Rate,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.23, 0.48, 0.73]"
ss_pcell_ri2_rate_lte,LTE SAMSUNG RI2 Rate ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.3090428, 0.5264819, 0.7970763]"
ss_pcell_ri3_rate_lte,LTE SAMSUNG RI3 Rate,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.0, 0.1, 0.4]"
ss_pcell_ri3_rate_lte,LTE SAMSUNG RI3 Rate ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.078825, 0.426751, 0.851742]"
ss_pcell_ri4_rate_lte,LTE SAMSUNG RI4 Rate,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.0, 0.8, 0.8]"
ss_pcell_ri4_rate_lte,LTE SAMSUNG RI4 Rate ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.5034, 0.7008, 0.9292]"
ss_pcell_ri_avg_5gnr,5GNR SamsungPCell RI,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.26642253, 0.29558971, 0.84171931]"
ss_pcell_ri_lte,LTE SAMSUNG RI,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.0, 0.1, 0.6]"
ss_pcell_ri_mode_5gnr,5GNR SamsungPCell RI,int,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[4, 8, 8]"
ss_pcell_ri_rate_ri1_rate_5gnr,5GNR SamsungPCell RI RateRI1 Rate,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.1455, 0.5484, 0.9867]"
ss_pcell_ri_rate_ri1_rate_5gnr,5GNR SamsungPCell RI RateRI1 Rate ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.0665, 0.2404, 0.9807]"
ss_pcell_ri_rate_ri2_rate_5gnr,5GNR SamsungPCell RI RateRI2 Rate,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.3, 0.5, 0.6]"
ss_pcell_ri_rate_ri2_rate_5gnr,5GNR SamsungPCell RI RateRI2 Rate ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.58, 0.597, 0.808]"
ss_pcell_ri_rate_ri3_rate_5gnr,5GNR SamsungPCell RI RateRI3 Rate,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.1711, 0.1911, 0.7403]"
ss_pcell_ri_rate_ri3_rate_5gnr,5GNR SamsungPCell RI RateRI3 Rate ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.0891208, 0.1163752, 0.1179723]"
ss_pcell_ri_rate_ri4_rate_5gnr,5GNR SamsungPCell RI RateRI4 Rate,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.48575, 0.80805, 0.8679]"
ss_pcell_ri_rate_ri4_rate_5gnr,5GNR SamsungPCell RI RateRI4 Rate ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.302, 0.3244, 0.7666]"
ss_pcell_rlc_dl_tp_mbps_lte,LTE SAMSUNG RLC DL TP,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.4358296, 0.4613816, 0.9698664]"
ss_pcell_rlc_ul_tp_mbps_lte,LTE SAMSUNG RLC UL TP,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.19798551, 0.67672681, 0.93656458]"
ss_pcell_rlf_count_lte,LTE SAMSUNG RLF Count,int,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[1, 2, 2]"
ss_pcell_rsrp_ant0_at_call_result_lte,LTE SAMSUNG RSRP at Call Result,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.32097, 0.53021, 0.90471]"
ss_pcell_rsrp_ant0_lte,LTE SAMSUNG RSRP,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.05525, 0.40044, 0.56539]"
ss_pcell_rsrp_ant1_at_call_result_lte,LTE SAMSUNG RSRP at Call Result,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.060727, 0.76864, 0.985626]"
ss_pcell_rsrp_ant1_lte,LTE SAMSUNG RSRP,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.04846, 0.430565, 0.999037]"
ss_pcell_rsrp_ant2_lte,LTE SAMSUNG RSRP,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.27119, 0.308032, 0.806789]"
ss_pcell_rsrp_ant3_lte,LTE SAMSUNG RSRP,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.04084, 0.2498, 0.82544]"
ss_pcell_rsrq_ant0_at_call_result_lte,LTE SAMSUNG RSRQ at Call Result,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.05943636, 0.0612817, 0.21577872]"
ss_pcell_rsrq_ant0_lte,LTE SAMSUNG RSRQ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.03, 0.21, 0.94]"
ss_pcell_rsrq_ant1_at_call_result_lte,LTE SAMSUNG RSRQ at Call Result,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.38731212, 0.59907269, 0.86233302]"
ss_pcell_rsrq_ant1_lte,LTE SAMSUNG RSRQ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.05396187, 0.13568485, 0.84701318]"
ss_pcell_rsrq_ant2_lte,LTE SAMSUNG RSRQ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.4478783, 0.4818476, 0.7805544]"
ss_pcell_rsrq_ant3_lte,LTE SAMSUNG RSRQ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.0391, 0.5478, 0.7254]"
ss_pcell_rssi_5gnr,5GNR SamsungPCell RSSI,float,"['pscall_xcap', 'pscall_xcap_traffic']",2,number,"[0.285521, 0.315483, 0.810815]"
ss_pcell_rssi_5gnr,5GNR SamsungPCell RSSI dBm,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,number,"[0.13, 0.44, 0.75]"
ss_pcell_rssi_ant0_at_call_result_lte,LTE SAMSUNG RSSI at Call Result,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.2912301, 0.7353535, 0.9606962]"
ss_pcell_rssi_ant0_lte,LTE SAMSUNG RSSI,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.4061, 0.5821, 0.8655]"
ss_pcell_rssi_ant1_at_call_result_lte,LTE SAMSUNG RSSI at Call Result,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.393, 0.466, 0.494]"
ss_pcell_rssi_ant1_lte,LTE SAMSUNG RSSI,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.331879, 0.52932, 0.768801]"
ss_pcell_rssi_ant2_lte,LTE SAMSUNG RSSI,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.231145, 0.935089, 0.985127]"
ss_pcell_rssi_ant3_lte,LTE SAMSUNG RSSI,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.3, 0.4, 0.4]"
ss_pcell_second_best_neighbor_rsrp_lte,LTE SAMSUNG Second Best Neighbor RSRP,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.0, 0.36, 0.67]"
ss_pcell_serving_band_lte,LTE SAMSUNG Serving Band,string,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,string,"['luaRWU31wx', '1xBRvtwOU', 'iICb6K9i']"
ss_pcell_serving_cell_cinr_at_call_result_lte,LTE SAMSUNG Serving Cell CINR at Call Result,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.42806, 0.57473, 0.68628]"
ss_pcell_serving_cell_cinr_lte,LTE SAMSUNG Serving Cell CINR,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.17, 0.6, 0.71]"
ss_pcell_serving_cell_cinr_max_lte,LTE SAMSUNG Serving Cell CINR ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.3175, 0.3757, 0.7693]"
ss_pcell_serving_cell_earfcn_lte,LTE SAMSUNG Serving Cell EARFCN,string,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,string,"['xBuhMuPonw', 'rilB3TUz4', '6KxZE6KuiFr']"
ss_pcell_serving_cell_frequency_lte,LTE SAMSUNG Serving Cell Frequency,string,"['pscall_xcap', 'pscall_xcap_traffic']",2,string,"['YbxCRwyGKD9', 'DnXpYrUYNXMG', 'OYpikpUAxN']"
ss_pcell_serving_cell_frequency_lte,LTE SAMSUNG Serving Cell Frequency MHz,string,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario']",2,string,"['N9yPrlMVAUB', 'DoKsxJ6h', 'ClKKze5F']"
ss_pcell_serving_cell_rsrp_at_call_result_lte,LTE SAMSUNG Serving Cell RSRP at Call Result,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.0, 0.4, 0.4]"
ss_pcell_serving_cell_rsrp_lte,LTE SAMSUNG Serving Cell RSRP,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.1, 0.1, 0.6]"
ss_pcell_serving_cell_rsrq_at_call_result_lte,LTE SAMSUNG Serving Cell RSRQ at Call Result,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.23, 0.49, 0.78]"
ss_pcell_serving_cell_rsrq_lte,LTE SAMSUNG Serving Cell RSRQ,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.1, 0.5, 0.9]"
ss_pcell_serving_cell_rssi_at_call_result_lte,LTE SAMSUNG Serving Cell RSSI at Call Result,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.3072, 0.3288, 0.9469]"
ss_pcell_serving_cell_rssi_lte,LTE SAMSUNG Serving Cell RSSI,float,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0.13496038, 0.21554074, 0.72673358]"
ss_pcell_serving_pci_at_call_result_lte,LTE SAMSUNG Serving PCI at Call Result,int,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,number,"[0, 5, 8]"
