column,column_nat,column_type,table_list,table_cnt,type,sample_list
3gmode_support_yn,3GMod 지원여부,string,['dcmn_fclts_curst_mst_inf_1d'],1,string,"['Y', 'N']"
3gmode_use_yn,3GMod 사용여부값LTE Only 3GLTE,string,['dcmn_fclts_curst_mst_inf_1d'],1,string,"['Y', 'N']"
5g_new_data_cfi_qoe1_qos1_value,Data 서비스 접속 체감품질 접속 지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.2, 0.3, 0.4]"
5g_new_data_cfi_qoe1_qos2_value,Data 서비스 접속 체감품질 RTT 성공지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.4, 0.5, 0.8]"
5g_new_data_cfi_qoe1_qos3_value,Data 서비스 접속 체감품질 DNS 성공지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.34, 0.89, 0.94]"
5g_new_data_cfi_qoe1_qos4_value,Data 서비스 접속 체감품질 DNS 재전송지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.5697, 0.6868, 0.9795]"
5g_new_data_cfi_qoe1_qos5_value,Data 서비스 접속 체감품질 HTTP 성공지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.435352, 0.511384, 0.673734]"
5g_new_data_cfi_qoe1_qos6_value,ATTACH 성공 지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.16, 0.76, 0.99]"
5g_new_data_cfi_qoe2_qos1_value,Data 서비스 화면 전환속도 체감품질 Paging 응답시간 지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.1, 0.1, 0.5]"
5g_new_data_cfi_qoe2_qos2_value,Data 서비스 화면 전환속도 체감품질 호처리 Setup 시간 지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.01, 0.32, 0.63]"
5g_new_data_cfi_qoe2_qos3_value,Data 서비스 화면 전환속도 체감품질 DNS 응답시간 지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.4, 0.5, 0.8]"
5g_new_data_cfi_qoe2_qos4_value,Data 서비스 화면 전환속도 체감품질 RTT 응답 시간 지표 ,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.0013738, 0.0409857, 0.6884982]"
5g_new_data_cfi_qoe2_qos5_value,Data 서비스 화면 전환속도 체감품질 RTT 응답 시간 지표 ,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.088, 0.407, 0.549]"
5g_new_data_cfi_qoe2_qos6_value,ATTACH 시간 지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.1, 0.1, 1.0]"
5g_new_data_cfi_qoe3_qos1_value,Data 서비스 끊김 체감품질 CD 지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.26690371, 0.42851885, 0.78102037]"
5g_new_data_cfi_qoe3_qos2_value,Data 서비스 끊김 체감품질 Buffering 시간 지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.8, 0.9, 0.9]"
5g_new_data_cfi_qoe3_value,Data 서비스 끊김 체감품질,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.5684, 0.6599, 0.9498]"
5g_new_data_cfi_qoe4_qos1_value,Data 서비스 Throughput 체감품질 Throughput 지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.09, 0.23, 0.78]"
5g_new_data_cfi_qoe4_value,Data 서비스 Throughput 체감품질,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.4, 0.5, 1.0]"
5g_new_data_cfi_qoe5_qos1_value,Data 서비스 음영 체감품질 NPR 지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.1881, 0.4652, 0.9705]"
5g_new_data_cfi_qoe5_qos2_value,Data 서비스 음영 체감품질 3G 천이지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.7214, 0.8265, 0.858]"
5g_new_data_cfi_qoe5_qos3_value,Data 서비스 음영 체감품질 3G 사용시간지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.4938, 0.5022, 0.7481]"
5g_new_data_cfi_qoe5_qos4_value,Data 서비스 5G 사용비율 지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.1, 0.4, 0.5]"
5g_new_data_cfi_qoe5_value,Data 서비스 음영 체감품질,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.100825, 0.31721, 0.899291]"
5g_new_data_cfi_value,Data 서비스 체감품질,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.4212, 0.6547, 0.6611]"
5g_new_data_et,5G Data 서비스 경험 시간,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.1107, 0.156, 0.3167]"
5g_new_data_nei_qoe1_value,Data 서비스 접속 체감품질,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.0572409, 0.3776931, 0.9480512]"
5g_new_data_nei_qoe2_value,Data 서비스 화면 전환속도 체감품질,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.103281, 0.286676, 0.585961]"
5g_new_data_nei_value,new_data_nei_value,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.350359, 0.369796, 0.992182]"
5g_new_data_sei_qoe1_value,Data 서비스 무선 경험품질 aRTT 성공지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.439857, 0.905512, 0.952475]"
5g_new_data_sei_qoe2_value,Data 서비스 무선 경험품질 aRTT 응답시간지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.05, 0.6, 0.99]"
5g_new_data_sei_value,new_data_sei_value,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.225158, 0.434289, 0.910875]"
5g_new_hdv_cfi_qoe1_qos1_value,HD Voice 서비스 송수신 체감품질 위치등록 지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.317, 0.648, 0.708]"
5g_new_hdv_cfi_qoe1_qos2_value,HD Voice 서비스 송수신 체감품질 소통 지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.321271, 0.536806, 0.556686]"
5g_new_hdv_cfi_qoe1_qos3_value,HD Voice 서비스 발신 Setup 시간 지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.1, 0.4, 0.6]"
5g_new_hdv_cfi_qoe1_qos4_value,HD Voice 서비스 착신 Setup 시간 지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.2856023, 0.6300534, 0.8883955]"
5g_new_hdv_cfi_qoe1_qos5_value,ATTACH 성공 지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.02642404, 0.638314, 0.65331416]"
5g_new_hdv_cfi_qoe1_value,HD Voice 서비스 송수신 체감품질,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.30421143, 0.36974145, 0.63031717]"
5g_new_hdv_cfi_qoe2_qos1_value,HD Voice 서비스 음질 체감품질 송신 음질 지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.1, 0.3, 0.5]"
5g_new_hdv_cfi_qoe2_qos2_value,HD Voice 서비스 음질 체감품질 수신 음질 지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.38524, 0.39195, 0.55511]"
5g_new_hdv_cfi_qoe2_value,HD Voice 서비스 음질 체감품질,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.1929659, 0.2644569, 0.711552]"
5g_new_hdv_cfi_qoe3_qos1_value,HD Voice 서비스 절단 체감품질 불량 지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.8, 0.8, 1.0]"
5g_new_hdv_cfi_qoe3_value,HD Voice 서비스 단절 체감품질,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.0767, 0.1363, 0.6947]"
5g_new_hdv_cfi_qoe4_qos1_value,HD Voice 서비스 음영 체감품질 Data NPR 지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.287, 0.626, 0.83]"
5g_new_hdv_cfi_qoe4_qos2_value,HD Voice 서비스 음영 체감품질 3G 천이지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.1521, 0.295, 0.6345]"
5g_new_hdv_cfi_qoe4_qos3_value,HD Voice 서비스 음영 체감품질 3G 천이시간 지표,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.0898, 0.1431, 0.9878]"
5g_new_hdv_cfi_qoe4_value,HD Voice 서비스 음영 체감품질,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.24, 0.42, 0.95]"
5g_new_hdv_cfi_value,HD Voice 서비스 체감품질,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.0992, 0.1431, 0.5084]"
5g_new_hdv_et,5G HD Voice 서비스 경험 시간,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.41885, 0.82525, 0.95266]"
accu_user_cnt,평균동시접속자수,double,"['dpsx_5g_all_ran_gnb_cell_kpi_15m', 'dpsn_lte_all_enb_ovrl_ind_eqp_cell_kpi_5m']",2,number,"[0.2, 0.3, 1.0]"
accum_data_1_0_cei_value,누적 DATA 10 서비스 CEI 점수,double,['kpi_part_1d'],1,number,"[0.01, 0.43, 0.68]"
accum_data_1_0_real_et,누적 DATA 10 체험 경험시간,double,['kpi_part_1d'],1,number,"[0.35, 0.51, 0.95]"
accum_data_1_0_tot_et,누적 DATA 10 종합 경험시간,double,['kpi_part_1d'],1,number,"[0.25, 0.6, 0.96]"
accum_data_2_0_cei_value,누적 DATA 20 서비스 CEI 점수,double,['kpi_part_1d'],1,number,"[0.461274, 0.471734, 0.81594]"
accum_data_2_0_real_et,누적 DATA 20 체험 경험시간,double,['kpi_part_1d'],1,number,"[0.15370683, 0.59635792, 0.96555847]"
accum_data_2_0_tot_et,누적 DATA 20 종합 경험시간,double,['kpi_part_1d'],1,number,"[0.286, 0.447, 0.986]"
accum_hdv_2_0_cei_value,누적 HDV 20 서비스 CEI 점수,double,['kpi_part_1d'],1,number,"[0.0176, 0.76451, 0.88703]"
accum_hdv_2_0_real_et,누적 HDV 20 체험 경험시간,double,['kpi_part_1d'],1,number,"[0.077951, 0.082119, 0.962677]"
accum_hdv_2_0_tot_et,누적 HDV 20 종합 경험시간,double,['kpi_part_1d'],1,number,"[0.01749, 0.68963, 0.69974]"
accum_hdv_cei_value,누적 HD Voice 서비스 CEI 점수,double,['kpi_part_1d'],1,number,"[0.29953, 0.71244, 0.78101]"
accum_hdv_real_et,누적 HD Voice 체험 경험시간,double,['kpi_part_1d'],1,number,"[0.09387, 0.32133, 0.54897]"
accum_hdv_tot_et,누적 HD Voice 종합 경험시간,double,['kpi_part_1d'],1,number,"[0.13, 0.21, 0.899]"
accum_lte_cei_value,누적 Data 서비스 CEI 점수,double,['kpi_part_1d'],1,number,"[0.48, 0.55, 0.98]"
accum_lte_real_et,누적 Data 체험 경험시간,double,['kpi_part_1d'],1,number,"[0.0127, 0.4657, 0.6468]"
accum_lte_tot_et,누적 Data 종합 경험시간,double,['kpi_part_1d'],1,number,"[0.009, 0.204, 0.881]"
accum_voice_cei_value,누적 Voice 서비스 CEI 점수,double,['kpi_part_1d'],1,number,"[0.18271, 0.22365, 0.66549]"
accum_voice_real_et,누적 Voice 체험 경험시간,double,['kpi_part_1d'],1,number,"[0.3247, 0.594, 0.825]"
accum_voice_tot_et,누적 Voice 종합 경험시간,double,['kpi_part_1d'],1,number,"[0.346694, 0.730631, 0.901922]"
accum_wcdr_cei_value,누적 CSFB 서비스 CEI 점수,double,['kpi_part_1d'],1,number,"[0.0353, 0.5037, 0.6947]"
accum_wcdr_real_et,누적 CSFB 체험 경험시간,double,['kpi_part_1d'],1,number,"[0.384, 0.552, 0.954]"
accum_wcdr_tot_et,누적 CSFB 전체 경험시간,double,['kpi_part_1d'],1,number,"[0.345, 0.346, 0.962]"
ack_rtt_ce_calc_ncnt,ACK RTT 고객경험 연산횟수고객경험 연산횟수,double,['dsmr_app_std_rtt_sum_1d'],1,number,"[0.7, 0.9, 1.0]"
ack_rtt_ce_calc_ncnt_rate,aRTT  CE 연산 횟수 중 fake_ack 로 제외된 비율,double,['dsmr_app_std_rtt_sum_1d'],1,number,"[0.15972, 0.40753, 0.95646]"
ack_rtt_ce_calc_ncnt_wo_fake,aRTT  CE 연산 횟수 합계 ,double,['dsmr_app_std_rtt_sum_1d'],1,number,"[0.6116, 0.83224, 0.990321]"
ack_rtt_ce_calc_scor,aRTT  CE 연산 점수 합계 ,double,['dsmr_app_std_rtt_sum_1d'],1,number,"[0.481, 0.702, 0.901]"
ack_rtt_ce_calc_scor_avg,aRTT  CE 연산 점수 평균 ,double,['dsmr_app_std_rtt_sum_1d'],1,number,"[0.234, 0.413, 0.709]"
ack_rtt_ce_rps_time_avg,aRTT  응답시간 평균 ,double,['dsmr_app_std_rtt_sum_1d'],1,number,"[0.3748, 0.48633, 0.9311]"
ack_rtt_rps_time,ACK RTT 응답시간 응답시간,double,['dsmr_app_std_rtt_sum_1d'],1,number,"[0.12767, 0.16945, 0.17029]"
ack_rtt_rps_time_cnt,ACK RTT 응답횟수 응답시간,double,['dsmr_app_std_rtt_sum_1d'],1,number,"[0.607, 0.801, 0.89]"
ack_rtt_rps_time_wo_fake,aRTT  응답시간 합계 ,double,['dsmr_app_std_rtt_sum_1d'],1,number,"[0.22503, 0.56119, 0.73485]"
act_flag,상용화 플래그,string,['cl_enb_ru'],1,string,"['uUbS3710sL', 'cFYM9Kyn9z', 'EzGjRw24L']"
active_ue_avg_dl,Active UE Average UE Downlink,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.0, 0.1, 0.7]"
active_ue_avg_enb,Active UE Average UE eNB,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.1161777, 0.1784986, 0.4175936]"
active_ue_avg_rrc_conn,Active UE Average RRC Connection,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.088, 0.103, 0.415]"
active_ue_avg_ul,Active UE Average UE Uplink,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.1178, 0.5286, 0.6404]"
active_ue_max_dl,Active UE Max UE Downlink,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.565, 0.701, 0.86]"
active_ue_max_enb,Active UE Max UE eNB,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.46275201, 0.83639759, 0.91096745]"
active_ue_max_ul,Active UE MAX UE Uplink,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.25674, 0.47283, 0.59927]"
add_cpri_port,Add Cpri Port,string,['ss_schedule_report_1d'],1,string,"['73lToAELNK', 'pI0Z4C3Mz', 'LlAVK2JB6']"
address2_result,Result Address2,string,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,string,"['4Vp8nsNuU', 'LBfU8RXv1y', 'vFas8qELLyd']"
address_result,Result Address,string,"['pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",4,string,"['j68npM2s3', 'TJFn3idgmT', '2MCxS5SpP']"
addzpcode,주소 대표 통합 시설 코드,string,['zpmcode6'],1,string,"['mDwgl1Ai5B8', 'luiWgvBnBkq', 'WvjKCqlK']"
adm_map_nm,권역구분,string,['epot_wk_ru'],1,string,"['DLBFI3EY', 'GqXcn2Aa45', 'OeDrITjGc']"
adm_state,administrative 값,string,['cl_cell_map'],1,string,"['TbKZQzTtHO', 'MeezkivZP6W0', '2MyZ7M3i']"
administrativestate,관리유무,string,"['cms_nsn_lncell4_day', 'cms_nsn_lncell4_day']",2,string,"['BDcq4rZBnz', '3gDaRh3cOPKb', 'di4G3fqK18']"
adong_cd,행정동 코드,string,"['aua_cell_by10sec_sum', 'aua_cell_by10sec_sum']",2,string,"['i90hUgWas', 'ljlKamMWrcoa', 'XxiI7Kmt']"
adr,주소,string,['ircs_rpt_report_rf'],1,string,"['zbHCIlN6zxkJ', 'dqdhQqIht54n', '9l5t1Y1LYcVo']"
aedat,변경 일,string,['zpmcode1'],1,string,"['mt6oOTF6f8', '9OxG7HxI', 'AdrXSfRSzVq']"
aenam,변경자 명,string,['zpmcode1'],1,string,"['ptQMtxSU', '9I5TdBLHN4Ci', 'tnDoOcTo']"
aezeit,변경시간,string,['zpmcode1'],1,string,"['HA9oeJfEyC', 'ezwh9Nal1', 'OkEnmKpT']"
agc_mode_cdma,AGC Mode ,string,['ircs_rpt_report_rf'],1,string,"['TBzmQu4TGHDU', 'seb8m09LFqY', 'hNHW0M7v']"
agc_mode_lte,AGC Mode ,string,['ircs_rpt_report_rf'],1,string,"['a3NXrKEIHF', 'dbtiKj4tGN', '3vwZF54l0e']"
agc_mode_lte21,AGC Mode ,string,['ircs_rpt_report_rf'],1,string,"['MyQD0amhXcv', 'nspuEQfMZy2', '4D2Th1A0482']"
agc_mode_ltea,AGC Mode ,string,['ircs_rpt_report_rf'],1,string,"['h28UJJ4prsq', 'dL9dFA9v8', '7otbfxGvlePj']"
agc_mode_ltea2,AGC Mode ,string,['ircs_rpt_report_rf'],1,string,"['5AzpQiEL', 'HwrOe9cMk', '5YMcTZkFTTmu']"
agc_mode_wcdma,AGC Mode ,string,['ircs_rpt_report_rf'],1,string,"['Q0LSnDmxg5io', 'tNO7rb658KxX', 'xgRjPTRRHq']"
age,연령,string,['lte_call_kpi'],1,string,"['AgY0IbQ5', 'ncpgDAuEoH9a', 'co2CXyiWeHBr']"
age,연령 그룹,string,"['area_age_1d', 'imsi_area_1d', 'imsi_area_1h', 'imsi_bran_1d', 'imsi_bran_1h', 'imsi_cell_1d', 'imsi_cell_1h', 'imsi_enb_1d', 'imsi_enb_1h', 'area_age_1d', 'imsi_area_1d', 'imsi_area_1h', 'imsi_bran_1d', 'imsi_bran_1h', 'imsi_cell_1d', 'imsi_cell_1h', 'imsi_enb_1d', 'imsi_enb_1h']",18,string,"['vh249ILx0N', 'XtzdGuV6R', 'KucjtCooSUY']"
age,연령대,string,['dsmf_qlt_low_rqp_loc_1h'],1,string,"['SqguIsCTM', 'I3d8FXtf', '55r8ATvk0fv']"
agg1_block_rate,AGG1 Block율,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.063, 0.068, 0.726]"
agg2_block_rate,AGG2 Block율,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.12661587, 0.5496646, 0.56096133]"
agg4_block_rate,AGG4 Block율,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.03378, 0.12277, 0.42544]"
agg8_block_rate,AGG8 Block율,double,['dpsn_lte_nsn_cell_stc_1d'],1,number,"[0.0, 0.0, 0.6]"
aid_cd,AID 코드,string,['alam_cd_lst'],1,string,"['epWrxzHfIDM', 'Pd0yldFR', 'JOqGsq5pSWG']"
air_mac_dl,AirMac DL Volume,double,['dpsx_5g_all_ran_gnb_cell_kpi_15m'],1,number,"[0.152872, 0.341205, 0.368863]"
air_mac_dl,Packet_AirMac DL Volume,double,"['dpsx_5g_all_ran_gnb_kpi_1h', 'dpsx_5g_all_ran_gnb_cell_kpi_1h']",2,number,"[0.37984532, 0.40382824, 0.41545786]"
air_mac_dlbyte,AirMacDLByte,double,['dpsx_5g_ss_ran_du_a_mac_bts_1h'],1,number,"[0.1, 0.5, 0.7]"
air_mac_dlbyte_cnt,AirMacDLByteCnt,double,['dpsx_5g_ss_ran_du_a_mac_bts_1h'],1,number,"[0.0037459, 0.6442651, 0.7413277]"
air_mac_dlthru_avg,AirMacDLThruAvg,double,['dpsx_5g_ss_ran_du_a_mac_bts_1h'],1,number,"[0.490517, 0.58853, 0.939474]"
air_mac_ul,AirMac UL Volume,double,['dpsx_5g_all_ran_gnb_cell_kpi_15m'],1,number,"[0.1422928, 0.2458198, 0.8767643]"
air_mac_ul,Packet_AirMac UL Volume,double,"['dpsx_5g_all_ran_gnb_kpi_1h', 'dpsx_5g_all_ran_gnb_cell_kpi_1h']",2,number,"[0.12888, 0.5507, 0.81473]"
air_mac_ulbyte,AirMacULByte,double,['dpsx_5g_ss_ran_du_a_mac_bts_1h'],1,number,"[0.1, 0.6, 0.6]"
air_mac_ulbyte_cnt,AirMacULByteCnt,double,['dpsx_5g_ss_ran_du_a_mac_bts_1h'],1,number,"[0.654692, 0.853912, 0.977068]"
air_mac_ulthru_avg,AirMacULThruAvg,double,['dpsx_5g_ss_ran_du_a_mac_bts_1h'],1,number,"[0.0, 0.2, 1.0]"
alam_aid,알람AID,string,"['rems_alam_cd', 'rems_alam_cd']",2,string,"['mU85sTrVyBg', 's9fKW5fu06', 'BCEC25wyGIj6']"
alam_cd,알람코드,string,"['rems_real_alam_tm', 'rems_real_alam_tm', 'rems_real_alam_all', 'rems_real_alam_all', 'rems_alam_cd', 'rems_alam_cd', 'alam_cd_lst']",7,string,"['WjCtfHxyFP3', 'fTjyEyQQq6dJ', 'HhkgJt1Dq']"
alam_ctt,알람내용,string,['alam_cd_lst'],1,string,"['N7LZ1Smcrh', 'n8FokCyJRN', 'wADNqRCZopYZ']"
alam_dt,알람상세내역,string,['ircs_rpt_report_rf'],1,date,"[20220619, 20230222, 20220801]"
alam_grad_cd,알람등급코드,string,"['rems_alam_cd', 'rems_alam_cd']",2,string,"['M4qhDVSH7', 'CNjQAIw2Zgl', '5ifZlK9hNE']"
alam_grad_cd,알람등급코드 ,string,"['rems_real_alam_tm', 'rems_real_alam_tm', 'rems_real_alam_all', 'rems_real_alam_all', 'alam_cd_lst']",5,string,"['EvDQy85oGxFI', 'BqpxgzwJW', 'ehx0WZ8tIr']"
alam_info_cd, Alarm Info CODE   알람코드의 타켓 AID 항목의 Sub CD   ,string,"['rems_real_alam_tm', 'rems_real_alam_tm', 'rems_real_alam_all', 'rems_real_alam_all']",4,string,"['eop56n4A', 'zKU4EDFs', 'H3aWp0ADu4']"
alam_info_vl, Alarm Info Value   알람코드의 타켓 AID 항목의 RPT_ST_CNF 의 Value   ,string,"['rems_real_alam_tm', 'rems_real_alam_tm', 'rems_real_alam_all', 'rems_real_alam_all']",4,string,"['UTaRM1MF', 'LCTdA9DTk', 'KJn6unKl']"
alam_nm,알람명,string,"['rems_alam_cd', 'rems_alam_cd', 'alam_cd_lst']",3,string,"['AszmLHAD', 'ffznXHRN', 'ehQCLLovLu']"
alam_occr_dtm,알람발생일시,string,"['rems_real_alam_tm', 'rems_real_alam_tm', 'rems_real_alam_all', 'rems_real_alam_all']",4,date,"[20240330080242, 20230524191242, 20231219175842]"
alam_recr_dtm,알람복구일시,string,"['rems_real_alam_tm', 'rems_real_alam_tm', 'rems_real_alam_all', 'rems_real_alam_all']",4,date,"[20220828180242, 20221221032642, 20220623193042]"
alam_rsn_cd, Alarm Reason Code   알람코드의 타켓 AID 항목의 Sub CD   ,string,"['rems_real_alam_tm', 'rems_real_alam_tm', 'rems_real_alam_all', 'rems_real_alam_all']",4,string,"['U9K4Iap3cUK', 'TY9JlJDli2YK', 'apChq6Tk']"
alam_rsn_vl, Alarm Reason Value   알람코드의 타켓 AID 항목의 RPT_ST_CNF 의 Value   ,string,"['rems_real_alam_tm', 'rems_real_alam_tm', 'rems_real_alam_all', 'rems_real_alam_all']",4,string,"['uo2Jpb3qcoQw', 'ysS2NsoE', 'zMHCUF6cxC1v']"
alam_use_yn,중계기사용여부 ,string,"['rems_real_alam_tm', 'rems_real_alam_tm', 'rems_real_alam_all', 'rems_real_alam_all']",4,string,"['Y', 'N']"
alarmcode,알람코드,string,"['sfssl_pm_alarm_day_hist', 'sfssl_pm_alarm_day_hist']",2,string,"['mYp9zGFOctDC', '1oMkbdLFZALJ', 'taif7mXt']"
alarmkey,알람키,string,"['sfssl_pm_alarm_day_hist', 'sfssl_pm_alarm_day_hist']",2,string,"['nUBkoZGnmB4', 'oU8PjMzSg', 'uluiDTLtsx']"
alarmlevel,알람등급,string,"['sfssl_pm_alarm_day_hist', 'sfssl_pm_alarm_day_hist']",2,string,"['eqXIpBVS2q', 'st5dtxL7V', 'n2941QqV9f4']"
alarmname,알람명,string,"['sfssl_pm_alarm_day_hist', 'sfssl_pm_alarm_day_hist']",2,string,"['cSllPSyofC', '2NXtOjCZ5', 'MMqW56bTPT']"
alm_cd_id,알람 코드 ID,string,['dpfn_om_falt_alm_dts_stc'],1,string,"['cUh4r3PLdil', 'RBOgIZzRjqKi', 'fGvW8nzH']"
alm_cd_nm,알람 코드 명,string,['dpfn_om_falt_alm_dts_stc'],1,string,"['DNlP6T1tE8', 'MDAzET9q', 'SvOnndpO']"
alm_cl_cd,알람 분류 코드,string,['dpfn_om_falt_alm_dts_stc'],1,string,"['0Ppj3MidLvP', 'ytZlQ9gVc06E', '8xWzYAbt']"
alm_crtc,알람CRITICAL,double,['dpfn_hw_perf_ind_1d'],1,number,"[0.17, 0.58, 0.82]"
alm_crtc_sco,알람CRITICAL감점점수,double,['dpfn_hw_perf_ind_1d'],1,number,"[0.140463, 0.365474, 0.668612]"
alm_desc,알람 설명,string,['dpfn_om_falt_alm_dts_stc'],1,string,"['HrYjgU9YIcvP', 'UGhz8JvY', 'EBfejnYOi']"
alm_div_cd,알람 구분 코드,string,['dpfn_om_falt_alm_dts_stc'],1,string,"['M86tizO07xy', 'cGvNqimb', 'qBRkEcY6']"
alm_div_val,알람 구분 값,string,['dpfn_om_falt_alm_dts_stc'],1,string,"['E6aqjihykyCz', 'pXGkChXjQXK', 'oJK068kRYE']"
alm_id,알람 ID,string,['dpfn_om_falt_alm_dts_stc'],1,string,"['NybgvCQc7pXd', '6YZPZ7t6NiuX', 'WSPaOa3ah']"
alm_if_nm,알람 인터페이스 명,string,['dpfn_om_falt_alm_dts_stc'],1,string,"['kJiMw9l48y8', 'kp00nMeGcbr', 'bXVVDWDAYT']"
alm_oos,알람OOS,double,['dpfn_hw_perf_ind_1d'],1,number,"[0.3, 0.8, 0.9]"
alm_oos_sco,알람OOS감점점수,double,['dpfn_hw_perf_ind_1d'],1,number,"[0.81955, 0.9516, 0.98614]"
alm_seq,알람 순번,string,['dpfn_om_falt_alm_dts_stc'],1,string,"['mvzAji9FC5P', '92OUTw6JRurO', 'OjskhCvqv4s']"
alm_stat_val,알람 상태 값,string,['dpfn_om_falt_alm_dts_stc'],1,string,"['u8q2hb03', 'u5JVVl6Hq8', '5hzXuO1a55U']"
altitude,고도,string,"['cms_nsn_lncell4_day', 'cms_nsn_lncell4_day', 'cl_enb']",3,string,"['tn8g7nnNAH', 'zYOH6ELx8K', 'JYQVrwqaQM']"
altt,고도 ,string,['rems_rpt_info_all'],1,string,"['dALgglgPxj', '3hQQ8kBpB', 'UCF0oC4lb']"
amp_gb,앰프구분 ,string,['alam_cd_lst'],1,string,"['NmlolGCdn', 'VJMf4nLtMUBz', 'HOyErkiT9u']"
android_build_number,단말 빌드번호,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['c5gmHX0H', 'bkFnbf53', '6KUyl7tlx']"
android_lte_ca_indicator,단말 Android LTE CA Indicator,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['eka4V8lSXBX', '16b8UnBy4', 'JBPKj9dqdDA']"
android_lte_cell_id,단말 Android LTE Cell ID,string,"['kpi_xcap', 'pscall_statistics_scenario', 'pscall_statistics_traffic_scenario', 'pscall_xcap', 'pscall_xcap_traffic']",5,string,"['QMUIJJVBXJSQ', 'ozxbMTFjgxuY', 'igt1XoOpLh']"
